time,Open,High,Low,Close,Volume,Quote_Volume
2021-07-16,31874.04,32240.06,31020.41,31386.09,28945104.87336592,912.96080151
2021-07-17,31386.88,31951.2,31173.11,31519.85,21577715.19992545,684.04510834
2021-07-18,31523.45,32435.28,31117.31,31778.38,22719386.99635154,715.00875246
2021-07-19,31778.75,31893.93,30431.87,30836.65,30357422.2583032,979.48834078
2021-07-20,30839.99,31058.22,29285.71,29786.9,29531310.75592079,990.07013757
2021-07-21,29791.78,32800.0,29494.8,32134.25,37799458.91847624,1203.92424141
2021-07-22,32136.38,32575.31,31718.58,32284.65,21393991.77293205,665.94905867
2021-07-23,32284.7,33635.17,31991.97,33621.31,22467832.83386059,689.51766998
2021-07-24,33626.33,34488.25,33403.78,34244.98,21875861.56236617,645.80395062
2021-07-25,34255.62,35391.61,33857.14,35381.56,21882667.54553103,635.79468855
2021-07-26,35378.12,40540.39,35216.46,37232.82,92043179.46954717,2407.5199654
2021-07-27,37237.53,39520.1,36393.57,39460.63,43984914.28114223,1165.42503906
2021-07-28,39455.32,40883.67,38791.78,40019.08,64270986.15677183,1613.32513991
2021-07-29,40022.34,40631.4,39254.73,40021.6,73490618.82636327,1843.00198641
2021-07-30,40021.6,42298.25,38331.39,42211.22,51734813.44314431,1295.01846261
2021-07-31,42201.75,42396.0,41044.56,41468.62,37509764.05616931,900.3554159
2021-08-01,41473.32,42575.74,39420.27,39850.71,46763620.09986317,1133.11076284
2021-08-02,39854.71,40447.09,38698.05,39152.06,40237113.47799429,1016.52032684
2021-08-03,39152.93,39771.42,37641.26,38201.7,39448812.41557201,1026.83796138
2021-08-04,38202.46,39958.63,37515.38,39723.82,32588104.54814975,840.74568063
2021-08-05,39723.52,41344.99,37331.67,40861.04,49337283.45280799,1255.21475787
2021-08-06,40865.54,43375.0,39882.35,42838.86,48723608.53754422,1173.58965787
2021-08-07,42842.0,44692.39,42461.02,44576.16,59291326.01261514,1361.49743747
2021-08-08,44584.52,45304.5,43274.7,43813.68,61248460.60967494,1381.61189092
2021-08-09,43795.28,46447.53,42797.41,46263.13,54521890.06099776,1215.10121257
2021-08-10,46254.78,46698.27,44628.47,45581.51,35112165.41659237,770.05224359
2021-08-11,45584.76,46734.69,45346.93,45529.03,35426159.28140074,768.28977974
2021-08-12,45524.64,46208.55,43779.2,44406.77,40688432.53168258,904.7650155
2021-08-13,44409.12,47877.27,44232.92,47801.17,51945867.70106534,1120.22514958
2021-08-14,47797.43,48151.51,45999.71,47066.32,45696319.53318182,972.26532292
2021-08-15,47078.14,47376.75,45500.35,46974.19,39860964.659058,859.03211988
2021-08-16,46972.67,48040.71,45664.0,45897.5,40195310.29343012,857.30271213
2021-08-17,45897.57,47151.42,44403.02,44675.28,41849517.19625658,911.71392489
2021-08-18,44685.69,46006.3,44220.11,44717.33,35130103.45857023,778.34553167
2021-08-19,44719.16,47041.0,43939.39,46762.33,37349240.57159078,825.17478043
2021-08-20,46763.43,49377.0,46634.56,49319.72,41487510.61060534,867.79375297
2021-08-21,49320.91,49775.87,48247.96,48832.14,32121090.99860003,655.34609031
2021-08-22,48831.33,49489.91,48065.0,49243.79,22246420.92994351,455.37213338
2021-08-23,49244.59,50501.0,49034.7,49496.05,39878149.0325303,799.57618093
2021-08-24,49486.61,49850.99,47590.48,47702.94,32338333.43436493,662.69340075
2021-08-25,47674.4,49243.83,47130.62,48979.86,27345098.19353466,568.34240031
2021-08-26,48979.86,49356.8,46259.82,46835.66,30029677.34728064,636.15570814
2021-08-27,46839.9,49131.35,46351.21,49055.81,25848238.01949731,542.31328183
2021-08-28,49055.81,49278.55,48351.01,48884.23,16699383.64820452,341.71909402
2021-08-29,48887.57,49625.0,47772.15,48754.03,19647895.11534586,403.44135542
2021-08-30,48754.03,48873.88,46864.39,46983.05,22276412.93464813,464.93534256
2021-08-31,46983.05,46983.05,46983.05,46983.05,0.0,0.0
2021-09-01,47112.83,49118.24,46524.76,48814.84,27531040.56053406,576.25516177
2021-09-02,48816.42,50355.41,48597.12,49253.05,35779975.6936779,720.15465215
2021-09-03,49250.08,51013.61,48343.79,49996.68,38448741.54295311,768.88814152
2021-09-04,49996.371352928,50529.05,49374.029374,49909.24,21515868.60045552,430.26864979
2021-09-05,49909.26,51875.0,49461.0,51756.15,28884772.33045011,571.57621432
2021-09-06,51756.16,52758.62,50977.27,52663.69,29173929.84892201,563.78564494
2021-09-07,52663.69,52905.44,42879.32,46850.03685,84435120.407137,1745.31601567
2021-09-08,46854.86,47345.08,44423.72,46056.91,43389527.98150263,941.78372318
2021-09-09,46056.9,47378.18,45545.96,46390.09,34252760.17977141,738.15016685
2021-09-10,46391.79,47022.21,44119.14,44850.03495,41193609.11754223,901.58700464
2021-09-11,44850.04,45978.19,44731.01,45163.9901,26305444.45117813,580.16366117
2021-09-12,45164.0,46433.56,44744.01,46026.86,29143843.34282051,638.25707303
2021-09-13,46030.38,46863.12,43403.88,44939.991,61064061.94496151,1363.28513405
2021-09-14,44940.0,47239.999,44647.06,47128.22,43764007.42314825,947.17417252
2021-09-15,47110.82,48444.44,46680.0,48122.999,49927031.1538431,1048.99873698
2021-09-16,48122.999,48488.879,47031.001,47746.008,47651734.49380148,995.8298294
2021-09-17,47746.009,48140.0,46700.83,47288.0,50151146.26015197,1054.52571488
2021-09-18,47283.992,48809.13,47049.55,48296.999,42542313.93892192,881.83348485
2021-09-19,48296.999,48362.191,46840.0,47236.991,40407667.67827526,848.02021169
2021-09-20,47236.991,47325.991,42487.44,43017.999,109626902.31531487,2475.99504315
2021-09-21,43018.0,43630.051,39605.63,40734.169,116656369.50972643,2774.45547677
2021-09-22,40729.171,44000.0,40575.649,43566.01,85716294.56588721,2014.24134033
2021-09-23,43566.01,44979.15,43088.0,44857.991,79242439.9670716,1797.33821329
2021-09-24,44857.991,45146.31,40666.0,42805.009,137461275.02139708,3192.20269847
2021-09-25,42805.001,42952.999,41661.0,42674.059,91016577.76230288,2140.05039648
2021-09-26,42674.059,43924.72,40757.14,43167.009,121103568.8879377,2838.68332013
2021-09-27,43167.0,44328.1,42100.001,42157.129,92582266.76459894,2129.70278301
2021-09-28,42157.129,42758.993,40887.291,41029.919,114048351.80252253,2726.84969309
2021-09-29,41030.74,42586.0,40760.93,41531.669,127890832.85725598,3058.16821098
2021-09-30,41531.669,44105.0,41420.509,43820.971,102594104.25610793,2372.88864095
2021-10-01,43818.009,48452.0,43293.001,48140.991,218583068.532285,4688.15463491
2021-10-02,48140.991,48331.0,47442.0,47642.009,442861972.6795898,9262.49697252
2021-10-03,47642.01,49215.68,47108.38,48195.991,313517550.93893063,6528.86520325
2021-10-04,48196.0,49500.0,46508.25,49214.921,316319646.0099225,6569.13567176
2021-10-05,49214.921,51885.87,49041.0,51460.141,287665232.9708212,5739.32237076
